,text,label,hashtag_cnt
28017,S/o to @user and @user for the bday gift @ Adidas HQ #bday,4,
28018,Bye! @ Long Beach Airport #Bye!,9,
28019,Chillin' out maxin' relaxin' all cool This pick was taken by near the @user in Beverly… #beverly…,6,
28020,Leaving beautiful Santa Barbara keeping this view in my heart and mind. @user #Santa Barbara,10,
28021,"Nothing better than to relax, BBQ, and enjoy the sun ️ Antique one-of-a-kind glassware courtesy… #Antique",12,
28022,Just tried a great new Indian/Mexican fusion restaurant. It’s called Hot Taj Mahales #Hot Taj Mahales,6,
28023,Had fun at the MAMA's last night thanks to everyone that voted for Perfect Nightmare and… #MAMA's,9,
28024,My office view Fun at the park with my boys and talking to a couple… #fun #park,1,
28025,Who doesn't love hearing me talk with an English accent? cm.artworkplace loved it … #cm.artworkplace,2,
28026,K. Thanks @ Stockton Cali #Thanks,9,
28027,Fifi loves Mickeys nose ️ @ Disneyland #Fifi #Mickeys,0,
28028,"""Every moment a voice out of this world calls on our soul to wake up and rise."" ~Rumi ️ (@ Meditation Garden) #Rumi",0,
28029,Most handsome photo-bomber ever (passionprovoker )!!! ️ this beautiful lady (love2sup ) and… #passionprovoker,0,
28030,Wedding ready ️ @ Martin Johnson House - Scripps #wedding,0,
28031,"shoot to kill @ San Francisco, California #shoot to kill",10,
28032,Sand dunes sunset ️ @ Malibu Sand Dunes #sunset,0,
28033,Just one of apparently 200 varieties of roses I walked through yesterday. Nature never goes… #Roses,7,
28034,order your fish and sea food and get it fried or grilled as you wait. Doesn't get better… #food…,1,
28035,"Yep! I have double trouble...lol. Love you both so much! ️ Joshua & Joseph @ Anaheim, California #Joshua #Joseph",0,
28036,Summer is just around the corner!! ️ Are you where you want to be?… #summer…,12,
28037,S/O to @user for having me on their show last night! I appreciate the support & I look… #S/O,15,
28038,"Back at the studio ""Confidence"" oil on canvas, 60""x48"" More to come about my recent… #oil",19,
28039,True Life: I'm addicted to breakfast @ Bottega Louie Restaurant… #breakfast,2,
28040,"Good morning, Astoria ️ @ Norblad Hotel and Hostel #Astoria",12,
28041,We have an escort to take us down to the ride @ Space Mountain - Disneyland: Tomorrowland #Disneyland,2,
28042,Beyond happy that I got to experience your first time at Disneyland with you Nina loves you so… #Disneyland,3,
28043,Thank you @user for captured this beautiful photo at Vintage Wine Bar… #Vintage,18,
28044,"Motivation for the next 3 weeks ️ @ Long Lake, Washington #Motivation",12,
28045,: amunoz_photo @ Griffith Observatory #amunoz_photo,18,
28046,"️Brighten up your breakfast! Add fresh fruit, yogurt and coconut to your oatmeal for a fun… #️Brighten",12,
28047,Take Me BAAACCKK Six Flags is my FAVORITE park! Best ride is X2!!! Which ride do you like?… #BAAACCKK,7,
28048,... @ California Coast #...,14,
28049,I'm turning 24!!! Stop by the club on Friday to celebrate with me! Birthday Cake Shakes are… #Birthday Cake,5,
28050,class 16-1 is halfway through week 2. training aprons have been distributed. // repost… #repost…,10,
28051,"Let's be ""goofy"" together! @ Disneyland #goofy",9,
28052,@user that's val love you too #valve #valve…,8,
28053,The Wizarding World of Harry Potter @ Universal Studios Theme Park #Harry Potter,7,
28054,These women from this past weekend rocking the stage are my WCW it was so fun and inspiring… #WCW,1,
28055,"Menudo on a weekday! Hallelujah!!! Also, barbacoa ️ (@ Lindo Michoacan in Anaheim, CA w/ @user #Menudo",0,
28056,Bruh this dude replied to a tweet from 4 years ago.......... @ AMC Promenade 16 #Bruh,2,
28057,": patmcgonagill @ Vashon, Washington #patmcgonagill",10,
28058,Just saw two ugly people in one picture together #selfie…,2,
28059,That Darlington House staircase! Love this shot of beautiful WED bride Taryn by… #WED,1,
28060,good to be home @ David Albright Media #good,1,
28061,"I ️ Fun Runs.We put ourselves through a lot as runners, and I personally want it to be fun,… #Fun Runs.We",0,
28062,"Blessed to be where I am, a million miles to go. jillianlenses @ Los Angeles, California #jillianlenses",10,
28063,Crazy hair after rehearsal last night. Training hard to prepare for our performances this… #repost…,19,
28064,"Gotta love an accessory that has something deep to say don't loose the whimsy, people!… #fashion…",19,
28065,Everybody Wish My Big Bro Happy Birthday @user ! Can't Say I Love You Enough ️.… #HappyBirthday,0,
28066,The fact tht my mom knows almost all the secret menu drinks at dutch bros #dutch bros…,2,
28067,"I'm officially a blonde now after months of waiting! Yesterday, I found THE PERFECT stylist… #blonde…",3,
28068,"Hey there, new Summer Pants! How You doin'? so far this season Summer pants are flying… #Summer",1,
28069,"I'm back (@ Los Angeles International Airport (LAX) - @user in Los Angeles, CA) #LAX",6,
28070,️ ️ ️ this rooftop wedding with stacesq @user marriottmarquissd marinadelreymarriott… #stacesq,0,
28071,Day well spent. @ The Wizarding World of Harry Potter at Universal… #HarryPotter,5,
28072,Sunrise glow reflecting off Mt Hood from the Flag Point Lookout tower last week. : @user @user #sunrise #glow #lookout,18,
28073,Forever in with Joshua Tree NP @ Joshua Tree National Park #NP,1,
28074,All of the EZ fitness kids we love you and jacksback31 for this amazing performance!!… #EZ #fitness,1,
28075,"This dinner was the best one in my life (sorry, mom )! Such a diverse range of flavors, the… #dinner…",16,
28076,My favorite thing about photographing Kids is watching they being Kids. Yesterday I have a… #kids…,7,
28077,@user in the vocal booth at clearlakerecording with @user PC @user @user #clearlakerecording,10,
28078,Time flies by so fast!! Happy 4 months to my loving hubby … #love…,9,
28079,"Taken by my personal photographer @ Newport Beach, California #photographer",18,
28080,On Wednesday's we go to the Bates. : @user @ The Bates Motel #Bates,18,
28081,"[bout to drop the most album of 2016] // [in n out, not me] @ In-N-Out Burger - Anaheim… #bout",4,
28082,What we do when we all road trip to Palm Springs @ Offroad Rentals #Palm Springs,6,
28083,"giggles with this one @ Los Angeles, California #giggles",16,
28084,I mean... This is 10 minutes from me and I got to spend the afternoon walking in this… #…,1,
28085,Infinity Mirrored Room @ The Broad #MirroredRoom,7,
28086,"Look who's here all the way from London, England!!! @ Honda Center #England!!!",0,
28087,Watch your step | : @user @ Downtown Los Angeles California USA #@user,10,
28088,Lexi brought me twice baked potatoes and bacon-wrapped chicken for dinner at work tonight . .… #Lexi,1,
28089,People who haven't seen me since freshman year think I'm still short #santamonica…,2,
28090,This was such a good movie. I'm so glad I spent my afternoon watching this instead of studying … #movies…,16,
28091,"Flatbreads, beer, and my bestfriend @ Backyard Kitchen & Tap #bestfriend",13,
28092,it was lit on so many levels Smackin that new DAB Judah With jimmyhustle @user #DAB #Judah,2,
28093,...just make sure that it's someone who's willing to let down their umbrella … #sunset…,15,
28094,coach_joey916 likes what he sees! it was a pleasure working with you! Feeling ready for next… #coach_joey916,2,
28095,Ready for SD1 this weekend! Rad shot @user snapped during my interview parts_unlimited… #SD1,10,
28096,That shitty moment when your car decides to shit on you #sad #sad…,5,
28097,Kings game with this naked faced handsome @ Sleep Train Arena #naked #faced # handsome,9,
28098,My WCW is my best friend and the beautiful bride ️ miss you so much… #WCW,0,
28099,Almost to pismo beach ️ #pismo,0,
28100,A big thank you to my boss for giving me these great tickets for the sacramentokings game! I ️… #sacramentokings,0,
28101,Love how people make jokes about my dreams and aspirations all it does is motivates me more. @user #funny…,15,
28102,"the focus wasn't right but the mood was @ North Hollywood, California #the",7,
28103,"Sending you lots of love today ️ ️ ️ ️ // Dress: @user @ Culver City, California #️",0,
28104,Watching Paint The Night through the window at Gibson Girl @ Gibson Girl Ice Cream Parlor #Gibson Girl,7,
28105,@user @user oh yeah Tru Tru #Tru Tru,2,
28106,"@user You better. What LA lacks in history, it makes up for in beautiful people, beaches, weather, and cars #LA",6,
28107,"Pool, beers and catching up with these boys ️ @ Slick's Billiards #️",0,
28108,When half of your hair is in pin curls and only your eye make up is done but you look cute … #pin curls,2,
28109,I checked my numbers 3 times just in case my ticket number changes to the winner numbers. @user #tattoo…,2,
28110,Pure joy! @ Connect Cheer Northwest #love!,5,
28111,Add me: giovanna_cerna I'll add you back @ 7-Eleven #giovanna_cerna,16,
28112,"Hey now @ Reseda, California #Heynow",2,
28113,"Brothers @ Long Beach, California #Brothers",8,
28114,"""@Fitsyx: ""Omg what if your pregnant!!""Omg what if I knock your ass out !!!!""-- savage #@Fitsyx",2,
28115,Clippers VS Miami Heat @ Staples Center #Clippers #Miami #Heat,4,
28116,Dolla Beer Night! sdcitybeat : beeps79 @ Tap & Press #sdcitybeat,18,
28117,You could say I was happy to be back. : @user @ Disneyland #Disneyland,18,
28118,Took my big ball of chub on a walk today.. He was so serious looking at the outside world. Ahh so cute. #chub,0,
28119,"Double tap Ian's rag a friend Repost By ellarie: ""How I like to contour my nose... I have a… #Repost",7,
28120,Picked all the winning numbers. Just not in the right order. :) The winning numbers drawn were… #…,5,
28121,"Bye, Vegas ️ @ McCarran International Airport #Vegas",0,
28122,We were in the front...I was tearing up so bad! Lol @ Disneyland #Lol,2,
28123,"Idk what I'm doing with my hand @ Riverside, California #hand",2,
28124,"People say that Bakersfield is boring.......we can show you that it's not @ Bakersfield,… #Bakersfield",18,
28125,@user help you with uppercuts and elbows whenever they pull guard on the ground. #@user,2,
28126,"old friends @ Sonora, California #old friends",3,
28127,@user ask me when I see you. #blessed…,19,
28128,Happy birthday to my handsome half he supports me in everything I do- even if it's stupid- and… #love…,13,
28129,"Today was a good day!! Had hella fun with latina_209 !! Next time on Kyle island! ""Everyone… #latina_209",2,
28130,Summer vibes and radical hair ️ @ Brasada Ranch #hair,12,
28131,Catching up with Carrie. ️ @ Locanda #️,0,
28132,Hahaha my sister a fool #hahaha #mysister #sister…,2,
28133,Weeeeeeeeeee @ Better Buzz Coffee Encinitas #Weeeeeeeeeee,16,
28134,Another dream @ Hard Rock Hotel and Casino Las Vegas #dream,7,
28135,Pur very own @user with @user revival_tuesdays with violingirl_amanda in LA … #revival_tuesdays #violingirl_amanda,4,
28136,@user that's everyone tonight #santamonica #sanfrancisco…,2,
28137,So excited to be spending time with my bff #bff…,0,
28138,Y'all have no idea how whipped she's got me @ Gas Works Park # whipped,13,
28139,One last group shot at Chevys... The last ones there Thank you to everyone who came and… #Chevys,14,
28140,l look so happy in here but anyway i finally took his class!! jeezzz thank you for the… #jeezzz,2,
28141,"In my boring class while Judy has to sit still for 3 hours and a half, she drew this the… #class",2,
28142,We're a happy family. : @user @ Molotov's #family,18,
28143,@user @user @user <<Is that just under five million pages? Must be a fantastic story! #@user,16,
28144,"I told Siri to dance for me, and well this is what she said. … #santamonica…",2,
28145,I think I might have to go back to college! ️ @ University of… #️,0,
28146,“@Russell__42: He running lmao stupid broad she go have to pay all that it's on camera #lmao #stupid #broad,2,
28147,Congrats to you and @user @user #blessed…,1,
28148,"(@ Roberto's Taco Shop in Las Vegas, NV) #Roberto's Taco Shop",16,
28149,I'm beyond walking on sunshine! I'm walking on the stars just wrapped my first solo sesh making… #sesh,7,
28150,favoriterest place in SF @ Lands End #favoriterest #SF,7,
28151,"Happy Birthday to my sister, my bff, my R.O.D I pray for… #R.O.D",0,
28152,Buffet time at Vegas! @ Wynn Las Vegas #Vegas!,16,
28153,"Be water, my friend by my trap queen @ Runyon Canyon Park #trap queen",10,
28154,@user @user I was like yes sir #@user,2,
28155,@user @user maybe this is why myles hates me and never tweets me lmao. But hey at least I'm being honest lololololol #myles,2,
28156,Nice day for a surf in the OC! Granadilla on tour stay tuned for stockists in the US Coming… #Granadilla,11,
28157,Does Exercise Help Keep Our Brains Young? This is why the young ladies keeps winking at me #exercise…,5,
28158,"Everybody at my job today!! ... Create your own future, no such thing as luck. You're in… #lucky…",2,
28159,"Trying this standing desk thing today because I was told ""sitting is the new smoking"" … #smoking",2,
28160,"A new year is for setting new intentions, not resolutions Out with the old, in with the new… #NewYear",7,
28161,Ha! I came all the way to LA to see guys get out of their cars to throw (roll around) in the street. They musta been lovers not fighters. #love…,2,
28162,Apparently Apple Music is having issues for some people. It's working fine here. #Apple Music,5,
28163,"Heater set to 100 degrees (@ Starbucks in Anaheim, CA) #Heater",4,
28164,Happy 9th birthday little sis #happybirthday #sister #sisters #siblings #family…,5,
28165,TBT | the beautiful @user @user ️ @ Hollywood Hills #TBT,0,
28166,Snapchat: Grosycultbmx @ Snapchat #Grosycultbmx,14,
28167,Good morning happy Thursday @ Starbucks #happy #Thursday,7,
28168,"Night kiddies @ Los Angeles, California #kiddies",7,
28169,"Scratched myself with a pen maybe too deep haha @ Long Beach, California #haha",2,
28170,Watching the rollers on the Lost Coast trail. 1958 Argus C3 Matchmatic with Kodak T-Max 400… #Argus #C3 #Matchmatic,10,
28171,"'s by parapluke @ West Adams, Los Angeles #parapluke",18,
28172,️FRIENDS ️Fight for you.Respect you.Include you.Encourage you.Need you. Deserve… #️FRIENDS,0,
28173,THE TIME HAS FINALLY COME! The link to RSVP is in my BIO section! I am SO excited to celebrate… #BIO,3,
28174,@ Pop's Philly Steaks #picoftheday…,16,
28175,REVIVAL FAMILY with Delia!! @ Havana House Cigars & Lounge Alhambra #REVIVAL,0,
28176,"1st show in LA: Check! Thank you to everyone that was there for the love and support tonight,… #LA:",16,
28177,I felt small for the first time @ Levanto Townhomes #small,2,
28178,City by the bay home @ San Francisco Bay #home,1,
28179,Beauts of LA @ Hollywood Boulevard #Beauts #LA,5,
28180,Missing my buddies in LA.. @user @user @user @user @user #LA..,11,
28181,"Summa dat mornin fuckery! @ Bakersfield, California #fuckery!",2,
28182,Another fun pit stop yesterday to see my girl!! ️ Can't believe all the babies are so grown… #babies…,0,
28183,Good morning SF! Let's get this day started! ️ @ Downtown San Francisco Financial District #️,0,
28184,I think everyone ran happy this morning...if nothing else we were happy to see each other … #happy…,2,
28185,Up in time for a magical sunrise ️ ️ ️ @ The Emerson #sunrise,0,
28186,Starting tonight my ambassadors! 9/14 - FAMJAM @ La Cave9/15 - Noír @ Holiday9/16 - Josh… #FAMJAM,15,
28187,"A spark of the Lords splendor @ Long Beach, California #splendor",8,
28188,Sheeeeesh she's gorgeous. just another Wednesday. You all know… #Sheeeeesh,1,
28189,"Looking ""Lekker"" on the shelves of @user Check the link to find a location near… #Lekker",14,
28190,"Always dancing with ️ engagement series by theallensphoto, can't wait to share more on the… #engagement #series",0,
28191,First day at the new job! Wish me luck @ The City of South San Francisco #luck,14,
28192,️ @ Pike Place Market #️,0,
28193,"Early morning yoga vibes at the Shasta Temple surrounded by a mini farm, goats and sunshine … #Yoga",7,
28194,This is what our morning looked like A special thank you to @user for putting this… #morning,5,
28195,Start your day the right way with a revitalizing and nourishing blended tonic. : @user @user #blended tonic.,10,
28196,"Trustworthiness Award for Gavin Valenzuela. Way to go Gav, keep it up ️ @ Ocean View Elementary #Trustworthiness",0,
28197,"Joy is the most magnetic force in the universe. Oh, and sisterhood. @ Venice, California #Joy",7,
28198,The only person who will sing throwback albums from start to finish with me ️ miss you and love… #throwback,0,
28199,I Love this Beauty @user hoy en El @user Exclusiva @user #exclusiva,1,
28200,Hike to Hollywood sign ️ @ Hollywood Sign #Hike,0,
28201,Feeling ourselves today! All kinds of bodies for days. Otherwild is open from 11-7 every day… #Otherwild,19,
28202,@user Season and episode?! I don’t remember this at all #…,2,
28203,About to finish my CJ class then on to RCC yay #RCC,16,
28204,of course I'm gonna be at shake shack's la grand opening. Love me a concrete&a shack stack @user #shake shack,1,
28205,Brunchin ️ @ Aroma Coffee and Tea #Brunchin,12,
28206,Thank you @user for having us today!! Such an amazing company who truly cares about… #@user,1,
28207,Who knew Whole Foods could throw such an awesome party!! I love this photo wall ! This… #Whole Foods,5,
28208,Thank you @user for having us today!! Such an amazing company who truly cares about… #@user,1,
28209,Getting the wall ready for the week ahead. @user @ Esters Wine Shop & Bar #@user,18,
28210,Gorgeous views on our morning hike ️ @ Runyon Canyon - Los Angeles /… #️,12,
28211,"Here are the final Wedding Favors we have 1 polishing Body Scrub, 1 Massage Candle and a… #Wedding",1,
28212,Freakin out right now I'm so excited!!! Self tanning starts today!! Cant wait to get the body… #selftanning,16,
28213,Happy Tuesday! @ Fresno Metro Black Chamber of Commerce #Tuesday!,16,
28214,Brunch so hard with my lady lady reneeapproximately ️ @ Backyard Bowls #reneeapproximately,0,
28215,"There's like a billion people today. What is this? (at @user in Anaheim, CA) #@user",19,
28216,"Sometimes you gotta live a little @ MGM Grand Executive Suites, Las Vegas #little",7,
28217,I'm on a mission and it begins today ... @ San Fernando Valley #Mission,6,
28218,"Puppy cuddles @ Puyallup, Washington #cuddles",3,
28219,In ️ with the Chai Spiced French Toast @user thanks kdaffster @ Estrella Sunset #thanks #kdaffster,0,
28220,New Hoodoo How To spell up on YouTube! A Soul ️ Mate candle spell to solidify a loving… #Hoodoo,0,
28221,Always smile @ China Town Sanfrancisco #Always smile,16,
28222,"Friends who donut together, stay together ️ @ Donut Friend #donut",0,
28223,Serious shoutout to Brenners furniture for my new gorgeous desk! Feeling all fancy working in… #Brenners,7,
28224,"@ Los Angeles, California #LosAngeles #California",6,
28225,"instalessanthonym- I love living life with you by my side, and I love our adventures. … #instalessanthonym",1,
28226,You can take a girl out the hood but you can't... @ Las Vegas Strip #girl,2,
28227,Just a little recap of our successful Red Dress Gala ️ @ CSUSB #Red Dress #Gala,0,
28228,L.A! you are always sooo good. Thanks for all that came out. @user @ El Ray Theatre #@user,10,
28229,Feeling a little accomplished @user was an excellent choice to assist when I designed… #…,5,
28230,"N.W.A @ San Diego, California #N.W.A",7,
28231,"My new remix is out, link in my bio! God Bless you guys for 14,000 views on my soundcloud … #soundcloud",13,
28232,Oh happy days @ Abbot Kinney #happy #days,16,
28233,"Pom Pom headbands arrived today - so cute @ Rockridge, Oakland, California #Pom Pom #headbands",3,
28234,Yup she done worked me gosh it would be fun to ski with Bruce Willis here. Say Wahh?… #snow…,1,
28235,R.i.p papa Chente you will be missed ️ {1920-2016} @user #papa #Chente,0,
28236,@ Seattle Seahawks Stadium #Seattle Seahawks,2,
28237,"""In the desert we drink Cactus Water"" repost: thenatebrown @ Ace Hotel & Swim Club #repost:thenatebrown",10,
28238,"Literally had to stop & smell the roses @ Los Angeles, California #rose",5,
28239,Appendix Free. Ready to go home . Don't mind my Victoria's Secret… #Victoria's Secret,16,
28240,"I'm loving this blue @ Inglewood, California #blue",8,
28241,Just gettin some Vitamin D post finals ️ @ Avalia Beach Ca #Vitamin D,12,
28242,"Off day ️ ️ ️ ️ @ Newport Beach, California #️",0,
28243,@ Riverside National Cemetery #RiversideNational Cemetery,11,
28244,Uncle's final salute @ Riverside National Cemetery #Uncle's final salute,11,
28245,Experienced a few chilly days in LA this week so I enjoyed wearing a heavy blazer haha || by… #LA,10,
28246,"My little family. Hahahaha it was a nice trial night, for the boy not the dog; the dog… #dog…",5,
28247,"Happy to be home for the week. See you tomorrow at the LAFW gala. @ Los Angeles, California #LAFW",5,
28248,Neibors pizza is amazing #nofilter #pizza #foodie…,1,
28249,I'm quite proud of these cookies because it's the first recipe I developed myself. You're… #cookies…,7,
28250,"WhiteKnight from the rear, what a peculiar and elegant aircraft @ Flying Heritage Collection #WhiteKnight",5,
28251,"christinab3li ""After a long day of classes, work, and studying, sometimes it's easierto just… #christinab3li",18,
28252,Always messing up drills Great way to spend my last practice. Excited for… #practice.,2,
28253,"️ (@ Barnes & Noble - @user in Roseville, CA) #Barnes & Noble",0,
28254,"(@ Los Angeles International Airport (LAX) - @user in Los Angeles, CA) #LAX",6,
28255,We found a party @ Harrah's Las Vegas #party,2,
28256,My Disney date @ Disneyland/California Adventure #Disneydate,3,
28257,Mamas very special boy @ LAX--Hawaiian Airlines #mamas #specialboy,19,
28258,Love me moms @ LAX--Hawaiian Airlines #moms,9,
28259,lizvicious11 Michelle ) just shot for @user and @user Today's a good day.… #lizvicious11,19,
28260,Penne with veggies and mozarella. Pasta was okay but I make it better @ Buddy V's Ristorante… #pasta,16,
28261,"What a beauty love long beach @ Long Beach, California #longbeach",1,
28262,"Vegas peeps, come visit me at work!!! @ Patisserie Manon: French Bakery, Pastry, Bistro #Vegas",3,
28263,Part of the family :) I love you @user @user Thank you for this incredible… #family,0,
28264,Grubbin' up witt dah Wife #witt #wittdah #wife…,8,
28265,@ Griffith Park Trails #@GriffithPark,12,
28266,"The way to my heart, thanks edwineversole! {P.S. Did ya hear I'm on snapchat? Follow at… #edwineversole!",3,
28267,"the OG, been serving beignet since 2012. @user @ Alma at the Standard #beignet",10,
28268,Never letting go @ District 30 #never letting go,3,
28269,"2/3 @ Los Angeles, California #2/3",18,
28270,My Vinnie came to visit his Gma Rose @ Delilah's World #Vinnie,0,
28271,"1/3 @ Los Angeles, California #1/3",18,
28272,FIRST TIME . @ La Nails Spa #FIRST TIME.,0,
28273,Always smiling ️ @ Disneyland/California Adventure #️,12,
28274,My Rachel ️ @ King Triton's Carousel #Rachel,0,
28275,Dre Beats...... Put some Mustard on those beats.... … #Mustard,2,
28276,"The ""Turnup"" is real @ this ""Happy Hour"" ...... Everybody was… #Turnup",2,
28277,Black light turn up with the squaaaaaa @user demi_g0d @user anihemelians @user and… #anihemelians,4,
28278,"Sibling love @ Las Vegas, Nevada #love",3,
28279,The best is yet to come • brows | @user dipbrow pomade • eyes | @user #dipbrow #pomade,0,
28280,"️ @ Los Angeles, California #️",0,
28281,Birthday glam with my love roro_manman ️ ️ ️ thank you korykurlz for slaying my hair once… #roro_manman,0,
28282,Cool ️ @ Disneyland/California Adventure #Cool,0,
28283,Do you b e l i e v e in magic? @ The Wizarding World of Harry Potter at Universal Studios… #magic?,7,
28284,dolan_kia The Kia Soul is Story approved!! She is loving the ride just as much as Mama!! ️ ️… #dolan_kia,0,
28285,can't wait to see my best friend after a year in 13 days ️ @ Portland International Airport #️,0,
28286,"if u fwm ... fwm unconditional @ San Francisco, California #fwm #un unconditional",15,
28287,One picture to sum up my playstation E3 conference yeah that is my standing in shock ••صورة… #playstation #E3,2,
28288,I think finishstrong247 is scaring the kids again! @ Carlsbad Beach California #Finishstrong247,2,
28289,"A mermaid kind of day off. @ Hermosa Beach, California #mermaid",8,
28290,Don't think we will be coming back to Texas anytime soon @user #Texas,14,
28291,Concerts in the Park in El Dorado Hills - check out the schedule at - ️ summer! @ El… #summer!,0,
28292,"HIP HOP FRIDAYZ 4TH OF JULY WKND CELEBRATION... FRIDAY, JULY 1 @ THE… #HIP #HOP #FRIDAYZ #WKND #CELEBRATION...",11,
28293,Dinner with T.Swift...we're just a couple weeks late. (@ CAVATINA at Sunset Marquis - @user #CAVATINA,19,
28294,"Messy beard, don't care. We love Messi #Messy #beard…",1,
28295,When the pump is real and you gotta take a pic with your homie in the middle of your workout … #pump,2,
28296,"I now know why they call it the ""Happiest Place on Earth"" @ Disneyland/California Adventure #Disneyland",9,
28297,"We came, we saw, we at a shit ton of tacos.Out of the + taco vendors on hand this past… #tacos…",15,
28298,@user with the set times tonight 9 - Paper Days10 - @user 11 -… #Paper #Days10,6,
28299,I don't think I've seen a more perfect picture ️ @ Six Flags Magic Mountain #️,0,
28300,My sweet Betty she loves to snuggle and watch Bob Ross on Netflix.… #BobRoss,3,
28301,San Fran tonight was amazinggggg @ The Fillmore #Amazinggggg,3,
28302,"If you know, you know @ The Hills #youknow",4,
28303,Some days are just better than others. Today was one of those ️ @user #️,0,
28304,"Hi everyone @ San Francisco, California #family #friends…",3,
28305,@user chill you weren't gonna do shit #chill,2,
28306,The last supper. lol @ Yard House #lol,14,
28307,"Moments before ""I do."" ️ @ The Villa… #️",0,
28308,Chissum has a picture of himself on his guitar and I'm the egomaniac @ Bedrock LA #egomaniac,2,
28309,Working out and getting in shape has never been so fun! it's mandatory to turn on the sound… #workout…,2,
28310,It was a good day for a hug from Amma @ Hilton Los Angeles Airport #Amma,7,
28311,": @user @ Tower District, Fresno #@user",18,
28312,What does it look like she just finished doing? @ The Mayan #…,14,
28313,"thanks for being so receptive and down to party, Atascadero! last night in California went… #Atascadero!",1,
28314,My new replacement shoes for ballin since my last ones were stollen smh who's ready to ball… #stollen #smh,16,
28315,Love Love Love ️ ️ ️ @ El Ranchero #️,0,
28316,If you don't have a million pics of your car in your phone...You bought the wrong ride :… #pics…,18,
28317,My favorite fellow hapa @user @ Emmys / Television Academy #hapa,13,
28318,Loving our 'Amelia' print wrap dress @ Shop The Runway Boutique #print #wrapdress,1,
28319,"""something tells me you're on my side"" @ Los Angeles, California #""something",7,
28320,"️ ️ ️ ️ ️ @ Huntington Beach, California #️",12,
28321,shit JUST GOT REAL Brand New @user FT @user go LISTEN NOW ->… #shit,4,
28322,"[despite how it seems, I'm not a professional photog, they just make it look that way… #photog…",1,
28323,Current mood: ! Just had one of those meetings that would make my 12 year old self insanely… #california…,16,
28324,On Tuesdays we eat pink @ Pink Taco Sunset Boulevard LA #pink,14,
28325,"Here is an 8 pour, Irish Coffee! Soooo good... my last night here @ The Buena Vista #Irish",19,
28326,I hate pancakes but I do love you ️ @ IHOP #pancakes,0,
28327,Sherene @user and I clearly think we are just hilaaaarious Be sure to peep the… #hilaaaarious,2,
28328,Thank you markmeismer I am so so inspired!! ️ ️ @ Simi Dance Center #markmeismer,0,
28329,"I'm high on lovin you @ Myrtle Point, Oregon # lovin",13,
28330,"it all started with a volleyball on a real note, she's… #volleyball…",7,
28331,"10wk old puppies! If you're having a bad day, watch this video. @user #10wk",1,
28332,"Pissing or fountain? collinskatelife @ Santa Monica, California #collinskatelife",10,
28333,All this cake @ Cuban Pete's Mojito Lounge #cake,19,
28334,"Meet my dearest friends, 21 & 22. Tons of love for these humans. @user and I have… #love",2,
28335,Legoland water park with Meli and these two little boys ️ Thanks… #Legoland #waterpark,0,
28336,Had an amazing time with my Mama. What a sincerely wonderful woman. Missing you already ️ @user #Mama,0,
28337,Get details Sign up and inspire & empower yourself one bikini at a time .… #bikini,7,
28338,"My heart is so full ️ @ Calipatria, California #️",0,
28339,"go vote for my one take submission if you fuck wit ya boy - link in my bio • i ️ you. @ Lompoc,… #goVote",0,
28340,This picture describes my work fam 100% ️ @ FiRE+iCE Anaheim #fam,0,
28341,"I love happy customers, that spread the love back. Gracias, amiga, for the great photo!… #amiga",5,
28342,Lol that's some bs we would do to get on each other's nerves when we were younger I freaken swear!! #freaken,2,
28343,Praying. Dreaming. Working. Trusting. Living. Growing. Good night. Much love. God bless. @user #God bless.,15,
28344,Some shots from tonight @ The Music Box #Tonight,18,
28345,@user and it'll help you fall asleep #happiness #happiness…,2,
28346,Had such a ball tonight playing the Merle Haggard tribute at sohosb thanks Bonnie for the… #sohosb,7,
28347,Tell me again!! @ Saddle Ranch Chop House #Saddle Ranch #Chop House,5,
28348,My gorgeous best friend @ 49 Geary #bestfriend,1,
28349,"This is how our uncle made us smile tonight @ Bel Air, Los Angeles #uncle",5,
28350,Jassen Allen & His LG V10 Amateur Photographer. I absolutely loved stevescharacterart… #stevescharacterart,18,
28351,God gave me you @ Lake Mead #you,3,
28352,"Wake me up annihilator ️ (at @user Coffee in Beaverton, OR) # annihilator",0,
28353,"Morning bellos (at @user in San Diego, CA) #bellos",14,
28354,"I love seeing my pretties in neature @ Boise, Idaho #neature",1,
28355,@user it certainly made my day! You pulled off the Terminator crouch and stand perfectly #Terminator,9,
28356,"Nice to be back in LA @ West Hollywood, California #LA",11,
28357,"A Royals/X/Panda truce. Well, just for the day @ Warner Bros. Entertainment #Royals",3,
28358,Enjoying the SoCal sunsets and beaches with my buddy fenwaysrunway @ Dog Beach Ocean Beach #fenwaysrunway,1,
28359,Yo fam ! Europe has been LIT but it's time to get back on the grind . I need everyone to come… #Europe,4,
28360,"If not sure, SQUAT. *Class Training Available**Private Training… #Squat.",4,
28361,My Wednesday morning. ️️ @ Children's Hospital of Orange County #️,12,
28362,"Hi baby (@ Payette in Payette, ID) #baby",1,
28363,"Venice Beach is amazing... As many places in California, I know ️ Almost 2 months here, time… #Venice",0,
28364,"Missing my best friend xx @user ️ @ Big Sur, California #xx",0,
28365,Woohoo! I love adding stuff to my books and bluray collections @ City Of Woodland CA #bluray #collection,16,
